Pattern Groups For Guesses From The Large Vocabulary Wordslist (14855) Into Wordlebot’s Possible Solutions List  (11/05/2024)											
							
guess	qty	ent min max ave exp p2
apple	88	4.470	1	553	36.24	257.55	8,020.18
hives	86	4.470	1	606	37.08	259.90	8,262.33
auras	89	4.470	1	671	35.83	269.04	8,356.27
tayra	90	4.470	1	665	35.43	269.30	8,286.78
reorg	86	4.470	1	618	37.08	270.65	8,661.21
yacht	89	4.470	1	743	35.83	281.50	8,802.54
talls	92	4.470	1	762	34.66	285.57	8,697.35
roguy	101	4.470	1	760	31.57	300.07	8,477.69
tophs	97	4.470	1	864	32.88	322.45	9,520.11
chark	109	4.470	1	796	29.26	332.25	8,864.65
maiko	94	4.469	1	481	33.93	256.75	7,559.43
nevis	96	4.469	1	545	33.22	260.29	7,543.07
foehn	88	4.469	1	684	36.24	284.68	9,003.05
daals	85	4.469	1	753	37.52	286.06	9,324.79
pilaf	90	4.469	1	714	35.43	298.13	9,308.13
ridgy	107	4.469	1	725	29.80	300.16	8,057.71
blocs	98	4.469	1	775	32.54	304.72	8,856.84
flash	97	4.469	1	784	32.88	310.14	9,115.49
vespa	87	4.468	1	513	36.66	255.03	8,004.59
decko	92	4.468	1	578	34.66	262.97	7,913.81
sheva	92	4.468	1	572	34.66	272.85	8,256.38
pixel	91	4.468	1	657	35.04	273.04	8,340.35
imbed	93	4.468	1	664	34.29	279.93	8,423.20
wooer	92	4.468	1	663	34.66	280.24	8,512.46
carvy	103	4.468	1	706	30.96	286.22	7,903.03
snaky	97	4.468	1	784	32.88	309.73	9,101.98
mulct	100	4.468	1	860	31.89	330.64	9,527.14
cruft	105	4.468	1	871	30.37	334.54	9,238.14
tzars	77	4.467	1	654	41.42	262.72	9,165.44
elchi	94	4.467	1	618	33.93	267.80	7,934.18
negus	95	4.467	1	582	33.57	272.11	8,007.49
ficta	100	4.467	1	664	31.89	284.13	8,044.06
tacit	97	4.467	1	739	32.88	295.30	8,627.39
glams	100	4.467	1	762	31.89	298.88	8,514.32
rabat	97	4.467	1	787	32.88	304.74	8,937.94
misty	104	4.467	1	805	30.66	307.30	8,482.70
piyut	87	4.467	1	832	36.66	309.13	9,987.74
stink	103	4.467	1	876	30.96	333.21	9,358.06
fovea	82	4.466	1	417	38.89	229.41	7,409.20
frore	90	4.466	1	641	35.43	270.09	8,314.51
barfs	90	4.466	1	688	35.43	274.54	8,472.51
laufs	96	4.466	1	727	33.22	280.08	8,200.36
revie	91	4.466	1	713	35.04	280.79	8,611.87
evict	91	4.466	1	619	35.04	283.98	8,723.67
bowat	93	4.466	1	679	34.29	287.40	8,679.13
goose	87	4.466	1	624	36.66	288.10	9,216.78
lanky	98	4.466	1	785	32.54	300.63	8,723.98
merge	98	4.466	1	801	32.54	309.85	9,023.90
lownd	101	4.466	1	819	31.57	313.33	8,896.09
peavy	93	4.465	1	565	34.29	266.18	7,951.54
solas	91	4.465	1	631	35.04	266.86	8,123.73
wiver	91	4.465	1	657	35.04	271.68	8,292.68
coded	94	4.465	1	666	33.93	282.54	8,434.52
nebel	93	4.465	1	714	34.29	285.50	8,614.23
allod	93	4.465	1	669	34.29	293.19	8,877.65
furca	99	4.465	1	697	32.21	297.76	8,553.76
biach	94	4.465	1	738	33.93	301.69	9,084.09
wilts	92	4.465	1	801	34.66	302.70	9,291.03
glaik	92	4.465	1	765	34.66	306.11	9,409.11
minty	107	4.465	1	834	29.80	316.96	8,558.48
vardy	95	4.464	1	657	33.57	272.86	8,032.67
femur	100	4.464	1	611	31.89	282.14	7,980.54
amnic	98	4.464	1	683	32.54	285.62	8,235.29
boose	95	4.464	1	603	33.57	288.87	8,570.10
rebec	92	4.464	1	751	34.66	289.74	8,841.61
gyans	93	4.464	1	733	34.29	291.41	8,816.81
sants	86	4.464	1	799	37.08	299.34	9,724.87
copha	105	4.464	1	682	30.37	305.12	8,344.42
gusto	103	4.464	1	789	30.96	313.69	8,753.69
batch	93	4.464	1	831	34.29	318.35	9,740.40
coups	101	4.464	1	855	31.57	325.55	9,281.97
gleed	102	4.464	1	856	31.27	328.60	9,296.23
compt	99	4.464	1	879	32.21	330.44	9,606.41
jasey	77	4.463	1	421	41.42	218.81	7,346.89
hazes	73	4.463	1	482	43.69	228.26	8,063.17
lytic	86	4.463	1	686	37.08	267.19	8,532.77
blype	94	4.463	1	595	33.93	272.07	8,079.30
leges	90	4.463	1	691	35.43	275.88	8,519.67
viols	98	4.463	1	693	32.54	276.14	7,926.86
roufs	91	4.463	1	705	35.04	280.29	8,594.28
clefs	99	4.463	1	607	32.21	281.14	8,018.43
bandh	92	4.463	1	749	34.66	290.67	8,874.03
hangs	91	4.463	1	776	35.04	296.16	9,150.37
bigot	109	4.463	1	775	29.26	304.02	8,038.78
primy	97	4.463	1	791	32.88	308.14	9,049.76
color	96	4.463	1	778	33.22	308.14	9,132.55
dogly	106	4.463	1	830	30.09	318.94	8,690.06
godly	108	4.463	1	830	29.53	319.87	8,573.16
bosun	106	4.463	1	859	30.09	327.92	8,960.32
japes	73	4.462	1	518	43.69	231.57	8,207.61
faves	80	4.462	1	550	39.86	240.41	7,994.37
afoul	86	4.462	1	534	37.08	259.11	8,233.24
woady	90	4.462	1	652	35.43	267.29	8,215.42
wends	98	4.462	1	622	32.54	267.92	7,659.31
nmoli	86	4.462	1	707	37.08	270.12	8,641.42
wands	92	4.462	1	701	34.66	276.12	8,369.77
maiks	92	4.462	1	692	34.66	276.75	8,391.57
damps	84	4.462	1	729	37.96	281.51	9,246.08
demob	89	4.462	1	643	35.83	282.96	8,854.84
prora	89	4.462	1	637	35.83	284.01	8,892.52
crows	95	4.462	1	738	33.57	291.50	8,658.50
kutas	88	4.462	1	730	36.24	294.87	9,372.48
powlt	92	4.462	1	819	34.66	309.64	9,531.46
feign	109	4.462	1	657	29.26	315.50	8,374.47
goves	87	4.461	1	557	36.66	253.14	7,935.26
skyed	81	4.461	1	618	39.37	254.11	8,454.38
hibas	85	4.461	1	629	37.52	268.58	8,668.74
elmen	87	4.461	1	658	36.66	271.16	8,595.65
cepes	91	4.461	1	748	35.04	291.81	8,998.04
gilds	96	4.461	1	737	33.22	293.19	8,635.96
serer	88	4.461	1	781	36.24	295.05	9,379.11
anvil	112	4.461	1	702	28.47	296.05	7,618.84
incut	103	4.461	1	788	30.96	300.57	8,347.30
taxon	94	4.460	1	618	33.93	261.06	7,705.49
gleys	85	4.460	1	612	37.52	264.17	8,503.45
rubli	98	4.460	1	624	32.54	275.80	7,915.72
kuris	85	4.460	1	695	37.52	278.09	9,025.59
sordo	92	4.460	1	731	34.66	287.25	8,755.29
vocal	103	4.460	1	690	30.96	289.65	8,009.34
sneck	91	4.460	1	689	35.04	306.71	9,520.42
grift	107	4.460	1	830	29.80	323.69	8,758.79
slick	104	4.460	1	871	30.66	330.11	9,182.05
ruana	87	4.459	1	676	36.66	272.35	8,639.47
umbel	98	4.459	1	631	32.54	274.83	7,884.35
pelfs	90	4.459	1	614	35.43	280.60	8,687.05
tents	91	4.459	1	595	35.04	280.67	8,607.73
tophi	93	4.459	1	723	34.29	284.13	8,567.04
sasin	96	4.459	1	719	33.22	285.47	8,379.36
hurly	95	4.459	1	643	33.57	288.61	8,561.32
divan	106	4.459	1	721	30.09	299.22	8,096.98
stent	93	4.459	1	666	34.29	300.68	9,134.74
rowth	98	4.459	1	788	32.54	308.19	8,970.00
debel	103	4.459	1	867	30.96	331.88	9,316.93
mirch	101	4.459	1	845	31.57	332.01	9,486.07
cozes	77	4.458	1	490	41.42	237.59	8,124.68
ranns	79	4.458	1	651	40.37	260.39	8,881.70
ephod	86	4.458	1	563	37.08	264.06	8,416.82
polje	82	4.458	1	569	38.89	264.95	8,791.49
firer	100	4.458	1	658	31.89	274.69	7,742.82
nonce	87	4.458	1	583	36.66	274.72	8,726.46
bevan	94	4.458	1	577	33.93	277.37	8,259.05
dizen	90	4.458	1	695	35.43	287.85	8,944.09
noxes	81	4.457	1	475	39.37	231.26	7,554.90
toque	71	4.457	1	535	44.92	243.95	8,939.51
haded	93	4.457	1	592	34.29	255.68	7,591.69
rural	92	4.457	1	634	34.66	268.60	8,109.11
aloos	92	4.457	1	631	34.66	271.13	8,196.66
benes	87	4.457	1	707	36.66	281.62	8,979.28
ducti	91	4.457	1	738	35.04	281.87	8,649.78
yangs	88	4.457	1	733	36.24	283.14	8,947.27
pukes	94	4.457	1	656	33.93	286.68	8,574.75
bahut	94	4.457	1	759	33.93	293.73	8,813.94
gramp	98	4.457	1	753	32.54	298.15	8,643.23
flesh	95	4.457	1	657	33.57	298.48	8,892.62
dicht	100	4.457	1	834	31.89	311.63	8,920.96
syrup	97	4.457	1	778	32.88	312.46	9,191.65
potch	98	4.457	1	902	32.54	344.60	10,154.51
rynds	82	4.456	1	534	38.89	243.41	7,953.78
ceric	78	4.456	1	562	40.89	254.72	8,742.44
exact	84	4.456	1	590	37.96	259.09	8,394.94
resew	95	4.456	1	724	33.57	280.71	8,296.03
genes	90	4.456	1	726	35.43	288.81	8,977.89
domic	95	4.456	1	780	33.57	299.09	8,913.07
claws	93	4.456	1	770	34.29	301.14	9,150.23
lacks	90	4.456	1	792	35.43	303.36	9,493.45
phons	99	4.456	1	877	32.21	334.15	9,726.11
poncy	105	4.456	1	900	30.37	338.84	9,368.56
coxes	82	4.455	1	506	38.89	239.73	7,810.73
cosec	78	4.455	1	512	40.89	244.33	8,317.95
kerbs	78	4.455	1	585	40.89	257.36	8,850.59
whaur	87	4.455	1	659	36.66	274.16	8,705.61
ikans	88	4.455	1	653	36.24	275.34	8,664.82
rieve	91	4.455	1	713	35.04	282.56	8,673.84
bonds	94	4.455	1	750	33.93	295.46	8,872.81
moyls	93	4.455	1	769	34.29	299.88	9,107.17
sedge	96	4.455	1	809	33.22	305.08	9,030.88
noups	91	4.455	1	828	35.04	310.21	9,642.77
ovary	90	4.454	1	546	35.43	242.29	7,329.71
ardri	84	4.454	1	589	37.96	264.03	8,582.56
nrtta	90	4.454	1	652	35.43	266.68	8,193.98
sevak	81	4.454	1	557	39.37	269.31	9,052.70
noshi	89	4.454	1	716	35.83	274.22	8,541.76
surra	87	4.454	1	671	36.66	282.59	9,014.87
sisal	93	4.454	1	677	34.29	282.85	8,523.02
hyens	94	4.454	1	720	33.93	286.35	8,563.69
peery	99	4.454	1	636	32.21	286.89	8,203.78
smeik	95	4.454	1	660	33.57	287.75	8,532.35
palki	96	4.454	1	715	33.22	288.61	8,483.94
parrs	92	4.454	1	760	34.66	292.93	8,952.22
stall	91	4.454	1	762	35.04	300.02	9,285.89
pylon	93	4.454	1	797	34.29	305.17	9,288.57
sight	101	4.454	1	918	31.57	340.59	9,756.80
noded	96	4.453	1	635	33.22	274.71	8,022.13
frags	91	4.453	1	686	35.04	279.86	8,579.34
yolps	97	4.453	1	761	32.88	293.21	8,558.83
smaik	97	4.453	1	692	32.88	293.78	8,577.45
mille	99	4.453	1	648	32.21	294.32	8,443.00
naats	85	4.453	1	799	37.52	297.78	9,764.27
sulfa	99	4.453	1	727	32.21	300.07	8,628.39
hinds	91	4.453	1	791	35.04	301.65	9,342.79
fidge	105	4.453	1	735	30.37	305.38	8,352.40
bouns	98	4.453	1	859	32.54	328.36	9,626.33
suing	99	4.453	1	914	32.21	344.06	10,045.24
doxes	81	4.452	1	567	39.37	245.45	8,113.27
gorge	89	4.452	1	618	35.83	264.01	8,175.94
ethic	80	4.452	1	618	39.86	267.53	9,075.39
murre	93	4.452	1	678	34.29	292.85	8,865.93
typos	92	4.452	1	767	34.66	293.82	8,983.07
stogy	91	4.452	1	769	35.04	294.65	9,097.65
daych	90	4.452	1	757	35.43	297.50	9,286.02
murly	104	4.452	1	691	30.66	302.73	8,342.45
twirp	101	4.452	1	774	31.57	304.08	8,604.24
blams	104	4.452	1	774	30.66	305.53	8,428.40
trump	105	4.452	1	810	30.37	313.82	8,608.73
berme	98	4.452	1	820	32.54	318.41	9,302.47
cubit	107	4.452	1	865	29.80	333.52	9,051.91
jarls	67	4.451	1	595	47.60	240.57	9,185.17
dozes	79	4.451	1	552	40.37	242.49	8,158.92
gases	79	4.451	1	533	40.37	242.82	8,172.49
egmas	82	4.451	1	573	38.89	254.00	8,365.59
kiasu	77	4.451	1	553	41.42	255.28	8,857.18
lovee	91	4.451	1	696	35.04	270.96	8,267.34
sipes	92	4.451	1	653	34.66	279.54	8,488.03
ovist	95	4.451	1	716	33.57	290.25	8,616.41
ahing	98	4.451	1	702	32.54	298.92	8,668.17
belch	91	4.451	1	637	35.04	299.55	9,269.29
dusty	99	4.451	1	777	32.21	303.47	8,737.72
taunt	100	4.451	1	785	31.89	306.68	8,763.06
chemo	106	4.451	1	692	30.09	311.08	8,453.59
bipod	97	4.451	1	800	32.88	312.24	9,184.50
gosht	94	4.451	1	858	33.93	319.89	9,701.35
runch	103	4.451	1	813	30.96	329.67	9,248.39
pekau	80	4.450	1	498	39.86	247.77	8,287.67
odism	87	4.450	1	655	36.66	262.26	8,269.51
rekes	83	4.450	1	687	38.42	267.25	8,792.03
snars	79	4.450	1	651	40.37	269.57	9,252.31
budas	100	4.450	1	664	31.89	284.48	8,055.06
doorn	104	4.450	1	793	30.66	321.75	8,925.82
spank	103	4.450	1	819	30.96	326.01	9,134.93
tinks	93	4.450	1	876	34.29	328.51	10,089.00
diana	90	4.449	1	763	35.43	293.83	9,156.02
alans	92	4.449	1	776	34.66	298.84	9,157.22
finos	96	4.449	1	756	33.22	299.33	8,839.78
kulan	99	4.449	1	720	32.21	299.81	8,619.99
prior	90	4.449	1	766	35.43	300.40	9,388.80
morph	101	4.449	1	836	31.57	329.59	9,409.49
bleed	103	4.449	1	867	30.96	334.89	9,409.86
enows	86	4.448	1	668	37.08	275.73	8,849.54
optic	94	4.448	1	674	33.93	277.10	8,249.94
yaups	88	4.448	1	721	36.24	282.10	8,909.66
ensue	91	4.448	1	620	35.04	284.58	8,744.86
ducts	92	4.448	1	755	34.66	292.87	8,950.22
siens	81	4.448	1	676	39.37	293.16	9,991.89
prana	93	4.448	1	746	34.29	293.97	8,904.44
sclim	94	4.448	1	784	33.93	299.54	9,011.13
tufas	96	4.448	1	733	33.22	300.30	8,872.21
chins	98	4.448	1	920	32.54	351.44	10,377.37
mazes	74	4.447	1	518	43.10	236.56	8,337.11
hydro	94	4.447	1	659	33.93	270.39	8,022.18
mengs	92	4.447	1	581	34.66	280.77	8,530.98
wyled	98	4.447	1	668	32.54	282.84	8,144.86
kidge	91	4.447	1	693	35.04	286.91	8,826.31
drugs	92	4.447	1	706	34.66	288.72	8,806.40
mouly	98	4.447	1	870	32.54	332.36	9,756.49
cryer	86	4.446	1	550	37.08	253.64	8,030.28
zoist	78	4.446	1	752	40.89	284.00	9,939.72
unmad	103	4.446	1	681	30.96	284.54	7,851.24
pilaw	89	4.446	1	703	35.83	294.80	9,279.22
blahs	93	4.446	1	743	34.29	295.14	8,944.61
lawny	93	4.446	1	784	34.29	301.65	9,167.84
freed	102	4.446	1	852	31.27	329.29	9,317.53
maxes	77	4.445	1	531	41.42	237.89	8,137.00
hypes	92	4.445	1	559	34.66	262.94	7,912.85
tarzy	91	4.445	1	649	35.04	263.64	8,010.86
bleys	86	4.445	1	625	37.08	271.71	8,700.47
ruers	86	4.445	1	562	37.08	274.94	8,820.19
foids	88	4.445	1	710	36.24	277.17	8,731.02
stell	88	4.445	1	603	36.24	284.02	8,979.18
krang	90	4.445	1	723	35.43	289.55	9,004.27
maral	98	4.445	1	756	32.54	301.34	8,746.96
crool	93	4.445	1	778	34.29	310.37	9,466.96
yarta	90	4.444	1	665	35.43	265.84	8,164.00
cozed	81	4.444	1	647	39.37	273.13	9,203.02
droll	83	4.444	1	703	38.42	276.92	9,163.69
gavot	97	4.444	1	684	32.88	285.03	8,289.86
broch	101	4.444	1	876	31.57	339.19	9,712.64
voema	86	4.443	1	459	37.08	246.08	7,749.98
meows	83	4.443	1	573	38.42	270.45	8,914.75
reedy	90	4.443	1	670	35.43	279.33	8,642.07
shelf	93	4.443	1	657	34.29	297.27	9,017.65
kinos	91	4.443	1	757	35.04	298.83	9,243.98
given	103	4.443	1	713	30.96	305.24	8,491.90
doums	91	4.443	1	794	35.04	305.37	9,473.43
ovals	86	4.442	1	592	37.08	256.18	8,124.33
seams	89	4.442	1	549	35.83	271.41	8,440.99
coxed	85	4.442	1	658	37.52	276.00	8,947.12
kelps	86	4.442	1	608	37.08	278.52	8,952.75
vinas	95	4.442	1	674	33.57	279.82	8,266.25
clews	91	4.442	1	606	35.04	282.99	8,688.88
poalo	87	4.442	1	726	36.66	290.25	9,295.72
penks	85	4.442	1	609	37.52	290.29	9,483.54
exist	80	4.442	1	653	39.86	291.60	10,035.02
armor	98	4.442	1	683	32.54	297.72	8,629.19
shawl	101	4.442	1	799	31.57	318.40	9,056.40
pluty	102	4.442	1	868	31.27	336.19	9,533.53
waves	79	4.441	1	569	40.37	248.07	8,384.21
neuks	85	4.441	1	612	37.52	281.90	9,168.70
volts	95	4.441	1	742	33.57	288.28	8,550.18
brawn	95	4.441	1	735	33.57	292.75	8,700.27
puyas	92	4.441	1	721	34.66	300.71	9,222.07
pirks	97	4.441	1	759	32.88	303.27	8,889.57
eigne	97	4.441	1	734	32.88	309.98	9,110.19
surgy	100	4.441	1	772	31.89	314.09	8,999.42
cooey	81	4.440	1	513	39.37	266.37	8,937.20
geyer	85	4.440	1	654	37.52	270.13	8,727.17
emure	93	4.440	1	678	34.29	279.55	8,410.06
kugel	94	4.440	1	642	33.93	281.91	8,412.90
acral	97	4.440	1	724	32.88	290.59	8,472.69
bitte	100	4.440	1	681	31.89	295.80	8,416.00
horks	95	4.440	1	758	33.57	303.97	9,077.09
goved	98	4.440	1	732	32.54	304.44	8,847.96
tutor	98	4.440	1	777	32.54	304.68	8,855.62
ladoo	87	4.439	1	669	36.66	269.15	8,522.02
vegan	102	4.439	1	578	31.27	282.91	7,867.49
rocks	86	4.439	1	722	37.08	288.13	9,309.26
bendy	101	4.439	1	621	31.57	291.51	8,207.16
powan	91	4.439	1	687	35.04	297.52	9,198.28
mence	92	4.439	1	749	34.66	300.75	9,223.42
would	97	4.439	1	828	32.88	315.87	9,303.82
stulm	100	4.439	1	836	31.89	326.22	9,386.18
mouth	112	4.439	1	883	28.47	342.41	8,938.91
bases	90	4.438	1	553	35.43	247.76	7,523.51
lycee	88	4.438	1	622	36.24	255.03	7,928.55
mimer	88	4.438	1	602	36.24	259.12	8,076.89
oleos	80	4.438	1	596	39.86	260.02	8,775.94
oculi	87	4.438	1	590	36.66	264.92	8,367.08
shies	90	4.438	1	624	35.43	277.89	8,591.22
bravo	89	4.438	1	660	35.83	277.90	8,673.56
sorns	83	4.438	1	738	38.42	289.70	9,654.39
nival	106	4.438	1	702	30.09	289.96	7,818.29
rifty	100	4.438	1	713	31.89	291.41	8,276.24
lifts	98	4.438	1	812	32.54	311.12	9,065.19
canal	102	4.438	1	879	31.27	334.15	9,469.74
hazed	85	4.437	1	576	37.52	248.85	7,928.70
babel	94	4.437	1	602	33.93	259.84	7,664.26
heath	84	4.437	1	539	37.96	261.85	8,499.77
barfi	84	4.437	1	616	37.96	265.99	8,656.70
tosas	88	4.437	1	631	36.24	268.47	8,415.70
sarus	80	4.437	1	671	39.86	269.24	9,143.64
tsars	83	4.437	1	676	38.42	273.35	9,026.48
wirer	84	4.437	1	671	37.96	277.56	9,096.08
apses	86	4.436	1	530	37.08	248.70	7,847.05
kayos	79	4.436	1	608	40.37	255.14	8,669.70
unsew	88	4.436	1	555	36.24	255.65	7,951.23
ahead	87	4.436	1	592	36.66	272.68	8,651.56
llano	83	4.436	1	658	38.42	278.72	9,232.51
amyls	90	4.436	1	706	35.43	281.77	8,728.45
vauts	87	4.436	1	741	36.66	285.41	9,118.04
brims	92	4.436	1	718	34.66	287.83	8,775.59
briar	94	4.436	1	682	33.93	291.06	8,723.30
odder	95	4.435	1	621	33.57	262.22	7,675.34
poses	89	4.435	1	567	35.83	264.32	8,187.24
aguti	88	4.435	1	542	36.24	267.86	8,393.61
peyse	89	4.435	1	706	35.83	294.45	9,266.75
wrang	99	4.435	1	740	32.21	295.84	8,491.88
kinda	93	4.435	1	685	34.29	296.60	8,994.85
repeg	86	4.435	1	774	37.08	300.49	9,767.52
hence	95	4.435	1	749	33.57	303.98	9,077.21
mousy	94	4.435	1	888	33.93	338.03	10,317.03
onsen	84	4.434	1	480	37.96	248.13	7,978.72
nappe	81	4.434	1	545	39.37	250.04	8,294.18
teaze	78	4.434	1	630	40.89	259.21	8,926.00
oliva	98	4.434	1	538	32.54	267.58	7,648.41
bimas	97	4.434	1	646	32.88	278.66	8,080.36
titas	87	4.434	1	699	36.66	289.55	9,269.93
dhikr	94	4.434	1	757	33.93	296.86	8,920.05
aping	96	4.434	1	701	33.22	301.58	8,914.57
mooed	89	4.434	1	736	35.83	310.74	9,850.52
agism	90	4.433	1	664	35.43	282.61	8,758.33
lowry	101	4.433	1	649	31.57	283.07	7,940.72
inspo	97	4.433	1	693	32.88	284.35	8,267.68
tweel	96	4.433	1	719	33.22	291.75	8,587.96
lanas	93	4.433	1	776	34.29	295.34	8,951.39
hived	98	4.433	1	717	32.54	295.89	8,569.74
deave	90	4.433	1	765	35.43	299.94	9,372.40
peens	99	4.433	1	688	32.21	302.74	8,714.17
pavid	103	4.433	1	735	30.96	302.99	8,422.48
agger	83	4.432	1	546	38.42	238.36	7,681.88
yatra	89	4.432	1	665	35.83	271.06	8,428.50
otium	88	4.432	1	639	36.24	273.29	8,590.43
divey	97	4.432	1	644	32.88	281.53	8,174.77
mynas	89	4.432	1	711	35.83	286.35	8,976.57
paolo	82	4.432	1	726	38.89	287.79	9,679.93
lefte	93	4.432	1	727	34.29	293.62	8,892.64
cadgy	92	4.432	1	763	34.66	298.96	9,161.20
reech	96	4.432	1	728	33.22	307.61	9,114.98
throw	100	4.432	1	788	31.89	314.90	9,025.34
turfs	103	4.432	1	816	30.96	321.80	9,004.83
hunts	102	4.432	1	929	31.27	353.71	10,081.21
rakhi	82	4.431	1	554	38.89	245.14	8,021.07
opahs	82	4.431	1	602	38.89	265.33	8,806.46
novas	95	4.431	1	624	33.57	267.85	7,864.56
kenaf	91	4.431	1	547	35.04	274.19	8,380.53
hangi	93	4.431	1	702	34.29	290.37	8,781.02
mudge	102	4.431	1	745	31.27	314.60	8,858.37
abius	93	4.430	1	527	34.29	258.05	7,672.66
shoes	89	4.430	1	556	35.83	267.56	8,303.15
maria	94	4.430	1	674	33.93	280.63	8,369.47
hapus	88	4.430	1	763	36.24	300.45	9,574.73
proby	90	4.430	1	816	35.43	314.63	9,892.96
caphs	100	4.430	1	845	31.89	328.32	9,453.14
gluts	100	4.430	1	852	31.89	330.68	9,528.40
eruvs	84	4.429	1	533	37.96	259.16	8,397.39
vatic	97	4.429	1	693	32.88	278.59	8,078.01
spies	89	4.429	1	653	35.83	280.14	8,753.92
swayl	83	4.429	1	759	38.42	296.24	9,905.88
guido	104	4.429	1	734	30.66	301.10	8,292.59
kulas	94	4.429	1	735	33.93	303.57	9,147.75
touks	87	4.429	1	824	36.66	312.85	10,124.04
quote	66	4.428	1	535	48.32	245.24	9,515.04
orful	92	4.428	1	662	34.66	274.05	8,297.85
codex	88	4.428	1	658	36.24	276.90	8,721.41
panks	89	4.428	1	819	35.83	315.76	10,030.27
dimly	102	4.428	1	842	31.27	327.18	9,251.72
gipon	109	4.428	1	855	29.26	336.81	8,997.93
zedas	74	4.427	1	508	43.10	235.50	8,291.63
ovels	86	4.427	1	541	37.08	252.15	7,974.89
hokey	84	4.427	1	503	37.96	253.74	8,191.92
quite	79	4.427	1	546	40.37	258.03	8,786.38
roker	80	4.427	1	607	39.86	259.33	8,748.49
octyl	81	4.427	1	666	39.37	259.98	8,685.44
tweak	97	4.427	1	565	32.88	269.40	7,775.90
cello	85	4.427	1	574	37.52	277.01	8,985.36
beaky	95	4.427	1	620	33.57	277.19	8,178.01
kente	83	4.427	1	713	38.42	283.62	9,420.82
scrow	91	4.427	1	738	35.04	292.27	9,014.24
purdy	98	4.427	1	787	32.54	317.60	9,276.19
corso	92	4.427	1	805	34.66	319.99	9,890.44
camps	92	4.427	1	835	34.66	322.25	9,968.68
piths	100	4.427	1	944	31.89	356.06	10,337.84
ouzel	77	4.426	1	472	41.42	241.67	8,293.57
japed	80	4.426	1	610	39.86	255.44	8,593.49
mobee	82	4.426	1	752	38.89	291.82	9,836.63
umped	97	4.426	1	711	32.88	292.31	8,529.08
whorl	102	4.426	1	696	31.27	301.64	8,453.12
winos	95	4.426	1	779	33.57	308.39	9,225.17
moldy	100	4.426	1	820	31.89	321.39	9,232.02
nooit	93	4.426	1	849	34.29	324.04	9,935.58
chasm	108	4.426	1	874	29.53	351.15	9,496.90
jeton	83	4.425	1	551	38.42	254.23	8,291.67
rafik	91	4.425	1	637	35.04	272.12	8,307.93
brogs	93	4.425	1	746	34.29	301.58	9,165.28
mokey	81	4.424	1	518	39.37	262.10	8,769.02
jurat	86	4.424	1	653	37.08	272.98	8,747.33
haugo	87	4.424	1	579	36.66	274.89	8,732.36
volke	89	4.424	1	592	35.83	276.75	8,632.32
mitie	88	4.424	1	643	36.24	284.36	8,991.75
untag	95	4.424	1	696	33.57	290.82	8,635.45
veiny	97	4.424	1	673	32.88	291.22	8,493.53
tanti	95	4.424	1	727	33.57	291.42	8,655.53
pawls	91	4.424	1	795	35.04	305.86	9,490.57
subah	100	4.424	1	770	31.89	323.33	9,294.14
hoing	98	4.424	1	860	32.54	326.02	9,550.06
chirm	103	4.424	1	845	30.96	336.65	9,464.43
foams	88	4.423	1	662	36.24	277.41	8,739.89
duomi	89	4.423	1	706	35.83	289.63	9,093.96
revel	98	4.423	1	725	32.54	293.88	8,504.21
fugie	103	4.423	1	640	30.96	302.56	8,409.07
ulmos	90	4.423	1	775	35.43	302.76	9,472.13
ehing	92	4.423	1	712	34.66	306.98	9,439.20
cling	95	4.423	1	881	33.57	332.46	10,033.45
snoot	101	4.423	1	895	31.57	344.31	9,874.38
chaps	108	4.423	1	845	29.53	344.79	9,308.97
fasci	88	4.422	1	657	36.24	273.00	8,580.07
natto	98	4.422	1	636	32.54	273.35	7,836.27
lolas	92	4.422	1	631	34.66	274.00	8,296.27
woken	95	4.422	1	592	33.57	281.69	8,328.90
puked	91	4.422	1	721	35.04	297.92	9,212.28
gorbs	92	4.422	1	746	34.66	300.95	9,230.35
uplay	94	4.422	1	717	33.93	301.05	9,062.41
flume	96	4.422	1	654	33.22	302.02	8,929.11
lochs	93	4.422	1	782	34.29	303.38	9,227.11
mangs	90	4.422	1	788	35.43	304.26	9,525.40
stoit	95	4.422	1	777	33.57	307.93	9,209.91
tacan	95	4.422	1	842	33.57	320.70	9,638.71
spicy	98	4.422	1	866	32.54	327.43	9,595.86
detox	88	4.421	1	593	36.24	256.84	7,994.11
decad	93	4.421	1	598	34.29	273.29	8,195.35
bawrs	86	4.421	1	698	37.08	285.57	9,214.38
visna	96	4.421	1	674	33.22	293.63	8,650.50
toits	94	4.421	1	777	33.93	302.55	9,113.24
segue	96	4.421	1	741	33.22	306.99	9,094.44
damar	98	4.421	1	807	32.54	312.05	9,095.41
blags	100	4.421	1	793	31.89	316.10	9,063.38
bonus	102	4.421	1	859	31.27	331.05	9,372.84
bliny	93	4.421	1	893	34.29	336.31	10,356.49
radii	88	4.420	1	589	36.24	253.69	7,880.18
ugali	88	4.420	1	566	36.24	260.17	8,114.84
epode	83	4.420	1	708	38.42	280.59	9,304.63
etude	89	4.420	1	707	35.83	283.01	8,856.90
hemic	90	4.420	1	606	35.43	289.21	8,992.07
kitul	84	4.420	1	811	37.96	304.82	10,130.84
sweel	93	4.420	1	763	34.29	305.77	9,309.02
